
´«ÀÏ¼ö
ÁöÁ¡/Áö¿ª¸í : ¼­¿ï
¸ñÃø °üÃø ¼öÇà ±â°£ : 1907-10-01 ~ 2100-12-31

Æò±Õ ´«ÀÏ¼ö
¿¬µµ,1¿ù,2¿ù,3¿ù,4¿ù,5¿ù,6¿ù,7¿ù,8¿ù,9¿ù,10¿ù,11¿ù,12¿ù,¿¬ÇÕ°è,¼øÀ§
1907,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,¡ª,0.0,5.0,10.0,15.0,114
1908,11.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,26.0,77
1909,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,31.0,42
1910,12.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,33.0,25
1911,14.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,37.0,13
1912,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,27.0,69
1913,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,33.0,25
1914,10.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,31.0,42
1915,11.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,42.0,3
1916,9.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,52
1917,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,39.0,7
1918,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,32.0,32
1919,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,28.0,63
1920,13.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,32
1921,9.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,39.0,7
1922,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,26.0,77
1923,11.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,33.0,25
1924,11.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,38.0,10
1925,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,31.0,42
1926,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,39.0,7
1927,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,77
1928,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,26.0,77
1929,8.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,29.0,56
1930,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,23.0,93
1931,14.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,36.0,14
1932,5.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,35.0,17
1933,5.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,30.0,52
1934,4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,30.0,52
1935,12.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,69
1936,11.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,36.0,14
1937,9.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,35.0,17
1938,12.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,32.0,32
1939,13.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,31.0,42
1940,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,100
1941,14.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,69
1942,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,28.0,63
1943,6.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,29.0,56
1944,3.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,43.0,2
1945,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,27.0,69
1946,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,28.0,63
1947,8.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,33.0,25
1948,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,107
1949,13.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,33.0,25
1950,10.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,100
1951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,119
1952,8.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,30.0,52
1953,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,118
1954,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,111
1955,12.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0,83
1956,13.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,40.0,6
1957,7.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,38.0,10
1958,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,29.0,56
1959,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,107
1960,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,34.0,22
1961,12.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,32.0,32
1962,13.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,41.0,4
1963,11.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,31.0,42
1964,7.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,32.0,32
1965,13.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,34.0,22
1966,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,29.0,56
1967,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,33.0,25
1968,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,27.0,69
1969,12.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,50.0,1
1970,7.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,35.0,17
1971,15.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,38.0,10
1972,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,35.0,17
1973,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,32.0,32
1974,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,32.0,32
1975,7.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,83
1976,12.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,33.0,25
1977,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,21.0,100
1978,10.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,26.0,77
1979,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,69
1980,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,32.0,32
1981,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,28.0,63
1982,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,97
1983,7.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,29.0,56
1984,9.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,14
1985,11.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,41.0,4
1986,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,27.0,69
1987,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,21.0,100
1988,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,86
1989,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,22.0,97
1990,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,63
1991,7.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,42
1992,9.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,31.0,42
1993,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,24.0,86
1994,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,97
1995,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,28.0,63
1996,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,24.0,86
1997,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,21.0,100
1998,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,23.0,93
1999,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,14.0,116
2000,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,29.0,56
2001,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,35.0,17
2002,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,23.0,93
2003,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,114
2004,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,111
2005,9.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,26.0,77
2006,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,116
2007,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,24.0,86
2008,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,17.0,111
2009,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,18.0,110
2010,8.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,32.0,32
2011,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,23.0,93
2012,10.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,34.0,22
2013,6.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,31.0,42
2014,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,27.0,69
2015,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,19.0,109
2016,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,21.0,100
2017,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,29.0,56
2018,9.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,24.0,86
2019,4.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,24.0,86
2020,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,100
2021,9.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,86
2022,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,31.0,42
2023,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,25.0,83
2024,8.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,31.0,42
2025,13.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,32
Æò±Õ,8.7,6.2,3.6,0.3,0.0,0.0,0.0,0.0,0.0,0.1,2.2,7.3


Æò±Õ °èÀýº° ´«ÀÏ¼ö
¿¬µµ,º½(3~5¿ù),¿©¸§(6~8¿ù),°¡À»(9~11¿ù),°Ü¿ï(12~ÀÍ³â2¿ù)
1900,0,0,0,0
1901,0,0,0,0
1902,0,0,0,0
1903,0,0,0,0
1904,0,0,0,0
1905,0,0,0,0
1906,0,0,0,0
1907,0,0,5,22
1908,4,0,4,21
1909,5,0,1,27
1910,5,0,1,34
1911,4,0,2,22
1912,2,0,1,23
1913,5,0,2,26
1914,4,0,2,33
1915,10,0,4,22
1916,12,0,0,17
1917,5,0,7,30
1918,1,0,3,26
1919,2,0,3,29
1920,2,0,0,23
1921,7,0,6,19
1922,3,0,6,30
1923,2,0,4,26
1924,7,0,5,22
1925,5,0,1,29
1926,6,0,1,27
1927,4,0,0,20
1928,4,0,2,20
1929,3,0,3,17
1930,1,0,7,31
1931,1,0,2,26
1932,10,0,4,24
1933,7,0,1,16
1934,8,0,3,24
1935,3,0,0,28
1936,6,0,3,24
1937,1,0,4,32
1938,2,0,2,26
1939,3,0,4,15
1940,5,0,0,23
1941,4,0,0,20
1942,3,0,3,23
1943,4,0,4,20
1944,10,0,2,31
1945,5,0,0,20
1946,4,0,1,24
1947,7,0,3,28
1948,1,0,0,17
1949,4,0,2,28
1950,4,0,0,0
1951,0,0,0,21
1952,4,0,1,11
1953,1,0,1,17
1954,1,0,0,20
1955,3,0,1,26
1956,6,0,4,29
1957,8,0,0,27
1958,5,0,1,18
1959,2,0,0,26
1960,0,0,4,29
1961,3,0,2,29
1962,8,0,3,27
1963,5,0,2,22
1964,5,0,1,30
1965,3,0,3,18
1966,5,0,4,27
1967,2,0,1,32
1968,1,0,4,26
1969,10,0,6,23
1970,12,0,2,31
1971,9,0,0,26
1972,4,0,6,18
1973,2,0,4,25
1974,7,0,3,27
1975,4,0,0,23
1976,2,0,7,16
1977,4,0,2,24
1978,3,0,1,24
1979,1,0,0,22
1980,1,0,2,28
1981,3,0,4,14
1982,3,0,0,27
1983,3,0,4,20
1984,12,0,0,30
1985,2,0,8,27
1986,3,0,2,20
1987,1,0,1,17
1988,5,0,0,16
1989,3,0,1,24
1990,2,0,0,26
1991,7,0,0,28
1992,1,0,3,15
1993,4,0,3,24
1994,4,0,0,17
1995,5,0,3,17
1996,4,0,5,18
1997,1,0,1,19
1998,0,0,5,9
1999,2,0,2,25
2000,1,0,1,29
2001,6,0,1,15
2002,2,0,6,16
2003,4,0,0,14
2004,3,0,1,14
2005,2,0,1,15
2006,4,0,2,7
2007,5,0,3,19
2008,3,0,1,12
2009,1,0,3,21
2010,8,0,3,16
2011,4,0,2,23
2012,4,0,4,27
2013,3,0,4,19
2014,2,0,1,19
2015,2,0,4,20
2016,0,0,1,18
2017,2,0,5,26
2018,3,0,2,16
2019,3,0,3,19
2020,2,0,0,20
2021,2,0,2,24
2022,1,0,1,25
2023,0,0,3,26
2024,2,0,4,25
2025,10,0,0,4
Æò±Õ	,3.7,0.0,2.2,21.0


´«ÀÏ¼ö °üÃø°ª
¿¬µµ,³¯Â¥,ÁöÁ¡,±â»óÇö»ó,ÀÏ ÃÖ½É½ÅÀû¼³(cm)
1907,1107,¼­¿ï,´«,-
1907,1126,¼­¿ï,´«,-
1907,1127,¼­¿ï,´«,-
1907,1129,¼­¿ï,´«,-
1907,1130,¼­¿ï,´«,-
1907,1203,¼­¿ï,´«,-
1907,1205,¼­¿ï,´«,-
1907,1206,¼­¿ï,´«,-
1907,1211,¼­¿ï,´«,-
1907,1212,¼­¿ï,´«,-
1907,1220,¼­¿ï,´«,-
1907,1221,¼­¿ï,´«,-
1907,1224,¼­¿ï,´«,-
1907,1228,¼­¿ï,´«,-
1907,1231,¼­¿ï,´«,-
1908,0101,¼­¿ï,´«,-
1908,0106,¼­¿ï,´«,-
1908,0107,¼­¿ï,´«,-
1908,0109,¼­¿ï,´«,-
1908,0110,¼­¿ï,´«,-
1908,0120,¼­¿ï,´«,-
1908,0123,¼­¿ï,´«,-
1908,0124,¼­¿ï,´«,-
1908,0125,¼­¿ï,´«,-
1908,0130,¼­¿ï,´«,-
1908,0131,¼­¿ï,´«,-
1908,0208,¼­¿ï,´«,-
1908,0303,¼­¿ï,´«,-
1908,0304,¼­¿ï,´«,-
1908,0307,¼­¿ï,´«,-
1908,0310,¼­¿ï,´«,-
1908,1108,¼­¿ï,´«,-
1908,1110,¼­¿ï,´«,-
1908,1114,¼­¿ï,´«,-
1908,1128,¼­¿ï,´«,-
1908,1219,¼­¿ï,´«,-
1908,1222,¼­¿ï,´«,-
1908,1224,¼­¿ï,´«,-
1908,1229,¼­¿ï,´«,-
1908,1230,¼­¿ï,´«,-
1908,1231,¼­¿ï,´«,-
1909,0102,¼­¿ï,´«,-
1909,0110,¼­¿ï,´«,-
1909,0112,¼­¿ï,´«,-
1909,0113,¼­¿ï,´«,-
1909,0119,¼­¿ï,´«,-
1909,0123,¼­¿ï,´«,-
1909,0124,¼­¿ï,´«,-
1909,0128,¼­¿ï,´«,-
1909,0204,¼­¿ï,´«,-
1909,0210,¼­¿ï,´«,-
1909,0211,¼­¿ï,´«,-
1909,0212,¼­¿ï,´«,-
1909,0220,¼­¿ï,´«,-
1909,0224,¼­¿ï,´«,-
1909,0225,¼­¿ï,´«,-
1909,0301,¼­¿ï,´«,-
1909,0305,¼­¿ï,´«,-
1909,0306,¼­¿ï,´«,-
1909,0324,¼­¿ï,´«,-
1909,0325,¼­¿ï,´«,-
1909,1129,¼­¿ï,´«,-
1909,1201,¼­¿ï,´«,-
1909,1202,¼­¿ï,´«,-
1909,1204,¼­¿ï,´«,-
1909,1205,¼­¿ï,´«,-
1909,1206,¼­¿ï,´«,-
1909,1208,¼­¿ï,´«,-
1909,1212,¼­¿ï,´«,-
1909,1220,¼­¿ï,´«,-
1909,1221,¼­¿ï,´«,-
1909,1223,¼­¿ï,´«,-
1910,0101,¼­¿ï,´«,-
1910,0102,¼­¿ï,´«,-
1910,0114,¼­¿ï,´«,-
1910,0115,¼­¿ï,´«,-
1910,0116,¼­¿ï,´«,-
1910,0117,¼­¿ï,´«,-
1910,0120,¼­¿ï,´«,-
1910,0121,¼­¿ï,´«,-
1910,0122,¼­¿ï,´«,-
1910,0127,¼­¿ï,´«,-
1910,0129,¼­¿ï,´«,-
1910,0130,¼­¿ï,´«,-
1910,0203,¼­¿ï,´«,-
1910,0207,¼­¿ï,´«,-
1910,0212,¼­¿ï,´«,-
1910,0216,¼­¿ï,´«,-
1910,0219,¼­¿ï,´«,-
1910,0303,¼­¿ï,´«,-
1910,0305,¼­¿ï,´«,-
1910,0306,¼­¿ï,´«,-
1910,0311,¼­¿ï,´«,-
1910,0414,¼­¿ï,´«,-
1910,1116,¼­¿ï,´«,-
1910,1203,¼­¿ï,´«,-
1910,1216,¼­¿ï,´«,-
1910,1222,¼­¿ï,´«,-
1910,1223,¼­¿ï,´«,-
1910,1224,¼­¿ï,´«,-
1910,1225,¼­¿ï,´«,-
1910,1226,¼­¿ï,´«,-
1910,1227,¼­¿ï,´«,-
1910,1228,¼­¿ï,´«,-
1910,1229,¼­¿ï,´«,-
1911,0101,¼­¿ï,´«,-
1911,0104,¼­¿ï,´«,-
1911,0108,¼­¿ï,´«,-
1911,0109,¼­¿ï,´«,-
1911,0111,¼­¿ï,´«,-
1911,0115,¼­¿ï,´«,-
1911,0121,¼­¿ï,´«,-
1911,0122,¼­¿ï,´«,-
1911,0124,¼­¿ï,´«,-
1911,0125,¼­¿ï,´«,-
1911,0127,¼­¿ï,´«,-
1911,0128,¼­¿ï,´«,-
1911,0130,¼­¿ï,´«,-
1911,0131,¼­¿ï,´«,-
1911,0201,¼­¿ï,´«,-
1911,0202,¼­¿ï,´«,-
1911,0204,¼­¿ï,´«,-
1911,0205,¼­¿ï,´«,-
1911,0208,¼­¿ï,´«,-
1911,0210,¼­¿ï,´«,-
1911,0211,¼­¿ï,´«,-
1911,0213,¼­¿ï,´«,-
1911,0214,¼­¿ï,´«,-
1911,0215,¼­¿ï,´«,-
1911,0301,¼­¿ï,´«,-
1911,0302,¼­¿ï,´«,-
1911,0324,¼­¿ï,´«,-
1911,0419,¼­¿ï,´«,-
1911,1126,¼­¿ï,´«,-
1911,1128,¼­¿ï,´«,-
1911,1208,¼­¿ï,´«,-
1911,1211,¼­¿ï,´«,-
1911,1215,¼­¿ï,´«,-
1911,1216,¼­¿ï,´«,-
1911,1225,¼­¿ï,´«,-
1911,1226,¼­¿ï,´«,-
1911,1230,¼­¿ï,´«,-
1912,0104,¼­¿ï,´«,-
1912,0109,¼­¿ï,´«,-
1912,0110,¼­¿ï,´«,-
1912,0111,¼­¿ï,´«,-
1912,0117,¼­¿ï,´«,-
1912,0118,¼­¿ï,´«,-
1912,0121,¼­¿ï,´«,-
1912,0131,¼­¿ï,´«,-
1912,0206,¼­¿ï,´«,-
1912,0209,¼­¿ï,´«,-
1912,0216,¼­¿ï,´«,-
1912,0217,¼­¿ï,´«,-
1912,0218,¼­¿ï,´«,-
1912,0221,¼­¿ï,´«,-
1912,0229,¼­¿ï,´«,-
1912,0301,¼­¿ï,´«,-
1912,0317,¼­¿ï,´«,-
1912,1109,¼­¿ï,´«,-
1912,1201,¼­¿ï,´«,-
1912,1209,¼­¿ï,´«,-
1912,1212,¼­¿ï,´«,-
1912,1214,¼­¿ï,´«,-
1912,1218,¼­¿ï,´«,-
1912,1225,¼­¿ï,´«,-
1912,1226,¼­¿ï,´«,-
1912,1227,¼­¿ï,´«,-
1912,1230,¼­¿ï,´«,-
1913,0107,¼­¿ï,´«,-
1913,0108,¼­¿ï,´«,-
1913,0109,¼­¿ï,´«,-
1913,0111,¼­¿ï,´«,-
1913,0114,¼­¿ï,´«,-
1913,0115,¼­¿ï,´«,-
1913,0122,¼­¿ï,´«,-
1913,0127,¼­¿ï,´«,-
1913,0128,¼­¿ï,´«,-
1913,0129,¼­¿ï,´«,-
1913,0206,¼­¿ï,´«,-
1913,0208,¼­¿ï,´«,-
1913,0215,¼­¿ï,´«,-
1913,0227,¼­¿ï,´«,-
1913,0305,¼­¿ï,´«,-
1913,0312,¼­¿ï,´«,-
1913,0313,¼­¿ï,´«,-
1913,0325,¼­¿ï,´«,-
1913,0327,¼­¿ï,´«,-
1913,1113,¼­¿ï,´«,-
1913,1126,¼­¿ï,´«,-
1913,1205,¼­¿ï,´«,-
1913,1206,¼­¿ï,´«,-
1913,1215,¼­¿ï,´«,-
1913,1216,¼­¿ï,´«,-
1913,1219,¼­¿ï,´«,-
1913,1220,¼­¿ï,´«,-
1913,1222,¼­¿ï,´«,-
1913,1223,¼­¿ï,´«,-
1913,1228,¼­¿ï,´«,-
1913,1229,¼­¿ï,´«,-
1913,1230,¼­¿ï,´«,-
1913,1231,¼­¿ï,´«,-
1914,0101,¼­¿ï,´«,-
1914,0102,¼­¿ï,´«,-
1914,0106,¼­¿ï,´«,-
1914,0107,¼­¿ï,´«,-
1914,0108,¼­¿ï,´«,-
1914,0109,¼­¿ï,´«,-
1914,0110,¼­¿ï,´«,-
1914,0114,¼­¿ï,´«,-
1914,0124,¼­¿ï,´«,-
1914,0126,¼­¿ï,´«,-
1914,0205,¼­¿ï,´«,-
1914,0208,¼­¿ï,´«,-
1914,0209,¼­¿ï,´«,-
1914,0218,¼­¿ï,´«,-
1914,0307,¼­¿ï,´«,-
1914,0331,¼­¿ï,´«,-
1914,0403,¼­¿ï,´«,-
1914,0404,¼­¿ï,´«,-
1914,1121,¼­¿ï,´«,-
1914,1123,¼­¿ï,´«,-
1914,1207,¼­¿ï,´«,-
1914,1212,¼­¿ï,´«,-
1914,1213,¼­¿ï,´«,-
1914,1214,¼­¿ï,´«,-
1914,1215,¼­¿ï,´«,-
1914,1219,¼­¿ï,´«,-
1914,1224,¼­¿ï,´«,-
1914,1225,¼­¿ï,´«,-
1914,1227,¼­¿ï,´«,-
1914,1228,¼­¿ï,´«,-
1914,1229,¼­¿ï,´«,-
1915,0102,¼­¿ï,´«,-
1915,0108,¼­¿ï,´«,-
1915,0110,¼­¿ï,´«,-
1915,0112,¼­¿ï,´«,-
1915,0115,¼­¿ï,´«,-
1915,0116,¼­¿ï,´«,-
1915,0120,¼­¿ï,´«,-
1915,0124,¼­¿ï,´«,-
1915,0125,¼­¿ï,´«,-
1915,0130,¼­¿ï,´«,-
1915,0131,¼­¿ï,´«,-
1915,0201,¼­¿ï,´«,-
1915,0206,¼­¿ï,´«,-
1915,0209,¼­¿ï,´«,-
1915,0212,¼­¿ï,´«,-
1915,0215,¼­¿ï,´«,-
1915,0216,¼­¿ï,´«,-
1915,0219,¼­¿ï,´«,-
1915,0225,¼­¿ï,´«,-
1915,0226,¼­¿ï,´«,-
1915,0227,¼­¿ï,´«,-
1915,0228,¼­¿ï,´«,-
1915,0301,¼­¿ï,´«,-
1915,0310,¼­¿ï,´«,-
1915,0313,¼­¿ï,´«,-
1915,0314,¼­¿ï,´«,-
1915,0316,¼­¿ï,´«,-
1915,0325,¼­¿ï,´«,-
1915,0326,¼­¿ï,´«,-
1915,0328,¼­¿ï,´«,-
1915,0329,¼­¿ï,´«,-
1915,0407,¼­¿ï,´«,-
1915,1118,¼­¿ï,´«,-
1915,1119,¼­¿ï,´«,-
1915,1120,¼­¿ï,´«,-
1915,1121,¼­¿ï,´«,-
1915,1203,¼­¿ï,´«,-
1915,1208,¼­¿ï,´«,-
1915,1209,¼­¿ï,´«,-
1915,1215,¼­¿ï,´«,-
1915,1221,¼­¿ï,´«,-
1915,1224,¼­¿ï,´«,-
1916,0106,¼­¿ï,´«,-
1916,0112,¼­¿ï,´«,-
1916,0113,¼­¿ï,´«,-
1916,0114,¼­¿ï,´«,-
1916,0115,¼­¿ï,´«,-
